英国AB农业有限公司	英美烟草	阿尔森德渔业公司	阿尔森德渔业公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	阿尔森德渔业公司	阿尔森德渔业公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	法国阿利芳公司	英国AB农业有限公司
韩松贸易株式会社		西图集团	边行船务	Leroy Merlin	美国查德本·派克律师事务所	德卡咨询	美国存储科技国际有限公司	约克国际(北亚)有限公司	爱博展览集团	TOM集团	信义玻璃控股有限公司	东方IC传媒	志圣工业股份有限公司	德国蒂森克虏伯集团技术公司	泰雷兹公司
Haporo Foodstuff		西图集团	边行船务	麦克斯特集团	卓黄纪律师事务所	DBM人力资源开发公司	美国太阳微系统公司	约克国际(北亚)有限公司	艾博特科	TOM集团	信义玻璃控股有限公司	国际文传电讯社	意大利康茂胜控股有限公司	德国蒂森克虏伯集团技术公司	泰雷兹公司
海博集团		"CHELBIEngineeringConsultants,Inc?华杰工程咨询有限公司"	Birkart Globistics	日本三菱综合材料株式会社	意大利凯明迪律师事务所	Empresaria集团	美国太阳微系统公司	杰筑公司	法拉姆公司	TOM集团	雅马哈株式会社	怡时出版社	卡特彼勒公司	德国蒂森克虏伯集团技术公司	泰雷兹公司
山上电子贸易有限公司		I西比埃工程公司	Birkart Globistics	RHI AG	意大利凯明迪律师事务所	乐华管理顾问有限公司	美国太阳微系统公司	德国旭普林国际	联邦快递金考	创见天一企划有限公司	燕帝皮革制品有限公司	怡时出版社	卡特彼勒公司	德国蒂森克虏伯集团技术公司	泰雷兹公司
以色列贺利隆发展公司		I西比埃工程公司	Birkart Globistics	瑞科尔集团	重庆盛世文辉律师事务所	乐华管理顾问有限公司	美国太阳微系统公司	德国旭普林国际	联邦快递金考	上海左视右像文化艺术策划有限公司	长飞光纤光缆有限公司	怡时出版社	卡特彼勒公司	德国蒂森克虏伯集团技术公司	雷尼绍公共有限公司
赫星商贸有限公司		Clestra Hauserman	BM航运集团	瑞科尔集团	刘汉铨律师行	Euro Group International	美国太阳微系统公司	德国旭普林国际	联邦快递金考	弗戈博达媒体集团	易特斯	怡时出版社	卡特彼勒公司	德国蒂森克虏伯集团技术公司	"Thermo Fisher Scientific, Inc."
大富织品贸易有限公司		鹰腾建筑工程咨询有限公司	德国巴伐立亚运输集团	意大利瑞诺-马斯特诺特集团	高伟绅律师行	上海仕达富新桥人才资源有限公司	美国胜科公司	亚迪投资咨询有限公司	联邦快递金考	万博宣伟公关顾问有限公司	宜兴华都琥珀环保机械制造有限公司	时事通讯社	卡特彼勒公司	青岛天虹泰普塑业有限公司	冷王集装箱温度控制（苏州）有限公司
香港亚路国际贸易有限公司		康隆瓦格纳有限公司	德国巴伐立亚运输集团	罗杰斯公司	其礼律师事务所	上海仕达富新桥人才资源有限公司	思达奇计算机	AMB Property Corp.	联邦快递金考	万博宣伟公关顾问有限公司	吉田集团	美国约翰威立公司	卡特彼勒公司	天津泰岳玻璃有限公司	法国汤姆逊集团
香港港利集团		霍高文建筑系统	美国罗宾逊全球物流有限公司	罗杰斯公司	法国CMS法乐菲律师事务所	海德思哲国际咨询	赛贝斯软件	阿波罗投资	联邦快递金考	万博宣伟公关顾问有限公司	吉田集团	朝鲜中央通讯社	卡特彼勒公司	天津塘沽瓦特斯阀门有限公司	法国汤姆逊集团
Huettenes-Albertus Chemische Werke GmbH		霍高文建筑系统	卡柏斯	罗杰斯公司	英国金马伦麦坚拿律师事务所	荷尔玛服务有公司	赛门铁克信息技术	安阁国际咨询有限公司	联邦快递金考	万博宣伟公关顾问有限公司	吉田集团	共同通信社	卡特彼勒公司	奥地利老虎粉末涂料制造有限公司	法国汤姆逊集团
韩国晓星物产株式会社		霍高文建筑系统	家高国际货运（香港）有限公司	罗杰斯公司	冯元钺律师事务所	翰威特咨询	Symbol	腾飞	联邦快递金考	巍珂■庆余广告有限公司	吉田集团	共同通信社	卡特彼勒公司	帝沃力集团	法国汤姆逊集团
现代综合商事株式会社		霍高文建筑系统	香港嘉宏航运有限公司	三星第一毛织株式会社	美国戴维斯律师事务所	翰威特咨询	Symbol	腾飞	远雄国际商务中心	威顿与肯尼迪	吉田集团	Lingo传媒公司	陆丰(上海)精机有限公司	荷兰特恩驰线缆控股公司	法国汤姆逊集团
ICAPE Group		霍高文建筑系统	香港嘉宏航运有限公司	萨帕集团	的近律师行	HRnet One Ltd.	阳溢软件	腾飞	远雄国际商务中心	伊迪集团	英昌乐器制造株式会社	上海掌上灵通咨询有限公司	CYM集团	大普食品机械制造有限公司	天津天威有限公司
一信产业		"Co.,Ltd?大东建托株式会社"	香港嘉宏航运有限公司	萨帕集团	的近律师行	翰德	阳溢软件	亚太地产	远雄国际商务中心	亚艺堂公司	上海伊通有限公司	洛杉矶时报	大连海密梯克泵业有限公司	TOTO Ltd.	天津天威有限公司
俊思集团		I大和房屋工业株式会社	香港嘉宏航运有限公司	上海申永烫金材料有限公司	美国德普律师事务所	IIC Partners Executive Search Worldwide	塔塔咨询服务企业	北京京东方置业有限公司	远雄国际商务中心	扬罗必凯集团	上海伊通有限公司	葡萄牙新闻社	Danobat Group	丰田工业(昆山)有限公司	天津天威有限公司
彩墨科技(香港)有限公司		"DalianFKABMarineEngineeringCo.,Ltd?大连福凯船舶设计有限公司"	香港嘉宏航运有限公司	日照大地依索新建材有限公司	韩国德路律师事务所	杰迈.晶雅人力资源	塔塔咨询服务企业	北京家和美房地产有限公司	芬华创新中心有限公司	扬罗必凯集团	玉环佳仕阀门有限公司	每日新闻社	Datapaq Ltd.	丰田产业车辆(上海)有限公司	虎牌热水瓶株式会社
伊藤忠商事株式会社		"DalianFKABMarineEngineeringCo.,Ltd?大连福凯船舶设计有限公司"	香港嘉宏航运有限公司	SURTECO AG	德申律师事务所	杰迈.晶雅人力资源	塔塔咨询服务企业	北京万置房地产开发有限公司	Flakt Woods Group AG	实力传播	赛沃纳如集团	麦格劳-希尔	德国德马格起重机械有限公司	达克泰集团	虎牌热水瓶株式会社
岩谷产业		德和威工程项目咨询	香港嘉宏航运有限公司	杭州泰诺奇佳斯米鞋料有限公司	杜威律师事务所	Kelly Services	Telelogic AB	贝福瑞房产	枫丹国际有限公司	实力传播	桑巴蒂集团	麦格劳-希尔	德国德马格起重机械有限公司	特雷通集团	铁姆肯公司
怡和集团		法塔股份有限公司	香港嘉宏航运有限公司	TRB	英国欧华律师事务所	Kienbaum Consultants International	Telelogic AB	百富行房地产经纪有限公司	富达国际有限公司	实力传播	扎克(青岛)船用锅炉有限公司	麦格劳-希尔	德国德马格起重机械有限公司	特雷通集团	铁姆肯公司
捷成洋行		Favero & Milan Engineering	香港嘉宏航运有限公司	Trespa International B.V.	英国欧华律师事务所	光辉国际	美国泰乐国际	百特豪世	GE安防亚洲有限公司	博太国际	张家口三北?拉法克锅炉有限公司	麦格劳-希尔	德国德马格起重机械有限公司	特雷通集团	TK SCT
Kaukomarkkinat Oy		I美国福陆工程公司	Casasco & Nardi S.p.A.	优美科集团	美国德汇律师事务所	卓业顾问有限公司	泰尔文特	科技绿洲发展有限公司	德国劳氏船级社	博太国际	浙江伊思灵双第弹簧有限公司	现代传播集团	德国德马格起重机械有限公司	卓德嘉薄膜公司	凸版光掩模有限公司
瑞士金键国际贸易公司		I美国福陆工程公司	CSD服务有限公司	乌斯特技术有限公司	德国海茵茨·舍费尔博士及伙伴律师事务所	卓业顾问有限公司	腾讯科技	嘉德置地	德国劳氏船级社	博太国际	日阳包装实业股份有限公司	国家地理频道	德国德马格起重机械有限公司	卓德嘉薄膜公司	瑞士特纳斯有限公司
KKU & ISS Inc.		Kenny HSIEH □ Foster Wheeler Inc. Foster Wheeler Inc.	长安民生物流股份有限公司	乌斯特技术有限公司	法国德尚律师事务所	络风人力资源发展有限公司	腾讯科技	嘉德置地	德国劳氏船级社	博太国际	安博起重设备有限公司	全国广播公司	德国德马格起重机械有限公司	全适通	美国托罗公司
久米商事株式会社		Kenny HSIEH □ Foster Wheeler Inc. Foster Wheeler Inc.	正利航业股份有限公司	VACUUMSCHMELZE GmbH & Co. KG	法国德尚律师事务所	北京首要资源商务咨询有限公司	泰雷兹公司	嘉德置地	德国劳氏船级社	博太国际	爱克奇集团	新视野国际电视传媒	德国德马格起重机械有限公司	True TemperSports	东芝
"Kyokuto Kaihatsu Kogyo Co., Ltd."		I金门建筑有限公司	正利航业股份有限公司	Welding Alloys Group	法国德尚律师事务所	北京首要资源商务咨询有限公司	泰雷兹公司	世邦魏理仕	德国劳氏船级社	博太国际	爱科集团	纽约时报	"DL America International, Inc?"	TVS摩托有限公司	东芝
L.A. International Trading Co. KG		I金门建筑有限公司	"ChinaInternationalMarineContainers(Group)Co.,Ltd.中国国际海运集装箱（集团）股份有限公司"	维兰德公司	段和段律师事务所	万宝盛华	瀚资软件系统有限公司	世邦魏理仕	德国劳氏船级社	博太国际	阿尔弗雷德?凯驰有限公司	新闻周刊	东风康明斯发动机有限公司	美国双环公司	东芝
丰耕国际有限公司		UGardiner&TheobaldLLP嘉图有限责任合伙制公司	中海重大件运输有限公司	威盛亚国际	段和段律师事务所	万宝盛华	瀚资软件系统有限公司	世邦魏理仕	德国劳氏船级社	博太国际	欧登多	日本经济新闻	奥地利筑霸王有限公司	Tyrolit	东芝
联合贸易有限公司		"Gateway Engineers, Inc?"	中俄国际运输公司	淄博福禄新型材料有限责任公司	"Duarte Garcia, Caselli Guimar?es e Terra"	万宝盛华	瀚资软件系统有限公司	世邦魏理仕	世界大酒店组织	博太国际	美国奥创工业传动控制有限公司	日本经济新闻	瑞典戴纳派克	英国特美克国际集团有限公司	东芝
LNP China		全矗工程管理咨询有限公司	中波轮船股份公司	"Co., Ltd."	英国安永实律师事务所	万宝盛华	瀚资软件系统有限公司	中原(中国)物业顾问有限公司	信安达中国公司	博太国际	"AmerTech, Inc?"	日经BP社	瑞典戴纳派克	宇部兴产株式会社	东芝
"LTI Associates, Ltd."		全矗工程管理咨询有限公司	中波轮船股份公司	"Co., Ltd."	美国斐格律师事务所	万宝盛华	瀚资软件系统有限公司	中原(中国)物业顾问有限公司	信安达中国公司	博太国际	安迈集团公司	日本电视广播网	艾伯纳工业炉有限公司	宇部兴产株式会社	东芝
运信发展有限公司		gmp I grnp	中波轮船股份公司	"Co., Ltd."	范纪罗江律师行	万宝盛华	东忠软件	中原(中国)物业顾问有限公司	信安达中国公司	博太国际	安德里兹	海蝶	ECL	内山工业株式会社	东芝
利统股份有限公司		gmp I grnp	中波轮船股份公司	怡凡得	方达律师事务所	万宝盛华	趋势科技	21世纪中国不动产	F?集团	德豪国际	安德里兹	海蝶	茵科股份有限公司	韩国神马工业缝纫设备有限公司	东芝
文伟发展有限公司		GSE Gro I GSE Gro	嘉士坚	安姆科公司	Franzosi	万宝盛华	泰鼎微系统	21世纪中国不动产	■ Hanagid	德豪国际	APY-lnternational Maschinenhandel GmbH	万华媒体	Edscha AG	奇耐有限公司	东芝
丸红株式会社		I有限公司	嘉士坚	安姆科公司	简家聪律师事务所	万宝盛华	泰鼎微系统	21世纪中国不动产	晋裕集团	德豪国际	IARBURG GmbH + Co. KG ARBURG GmbH + Co. KG	牛津大学出版社	依莱克斯德公司	联塑集团	东芝
美国马斯达化学公司		马茏建筑及机械有限公司	达飞海运集团	安姆科公司	美国康永华律师事务所	万宝盛华	Trolltech	21世纪中国不动产	北京翰顿商务顾问有限公司	北京恒介会计师事务所	Arenco AB	培生集团	奥地利埃瑞玛再生工程机械设备有限公司	优力精密工程有限公司	东芝
麦斯诺株式会社		马茏建筑及机械有限公司	达飞海运集团	美国礼品公司	美国康永华律师事务所	万宝盛华	TurboCRM信息科技	21世纪中国不动产	Horwath International	北京永拓会计师事务所有限责任公司	德国阿库机械制造有限公司	企鹅澳大利亚集团	欧大纬纺织机械有限公司	环球乐器	东芝
Maxx Marketing Inc.		马茏建筑及机械有限公司	达飞海运集团	ArjoWiggins SAS	富而德律师事务所	万宝盛华	拓林思	21世纪中国不动产	Hub International Inc?	北京永拓会计师事务所有限责任公司	阿特拉斯?科普柯集团	凤凰卫视传媒集团	梵特仕集团	优耐公司	东芝
Mercury SrL		I韩美派森斯	达飞海运集团	ArjoWiggins SAS	富而德律师事务所	万宝盛华	优集系统	21世纪中国不动产	IAV GmbH	北京永拓会计师事务所有限责任公司	阿特拉斯?科普柯集团	凤凰卫视传媒集团	瑞士法因图技术股份公司	芬欧汇川集团	东芝
美意		HATCH Ltd. I HATCH Ltd.	达飞海运集团	澳科利印刷机械有限公司	何耀棣律师事务所	万宝盛华	优集系统	21世纪中国不动产	美国国际管理集团	北京永拓会计师事务所有限责任公司	阿特拉斯?科普柯集团	意大利广播电视公司	瑞士法因图技术股份公司	芬欧汇川集团	东芝
迈福司贸易有限公司		HATCH Ltd. I HATCH Ltd.	达飞海运集团	博斯特集团	格威·舒伯·拜耳律师事务所	万宝盛华	优集系统	21世纪中国不动产	澳大利亚金禾移民教育中心	北京永拓会计师事务所有限责任公司	阿特拉斯?科普柯集团	Reed Elsevier	法适达公司	芬欧汇川集团	东芝
Mio Espresso		I喜利得	达飞海运集团	Brady Corp.	经纶律师事务所	万宝盛华	Ultra Electronics Airport Systems	21世纪中国不动产	IMO Group	北京永拓会计师事务所有限责任公司	阿特拉斯?科普柯集团	Reed Elsevier	丰均木工机械（昆山）有限公司	芬欧汇川集团	东芝
三菱商事株式会社		I喜利得	达飞海运集团	Brady Corp.	法国基德律师事务所	美世	远达网络	21世纪中国不动产	IMQ Group	石林集团	ATOM S?P?A?	Reed Elsevier	美国风腾集团	芬欧汇川集团	东芝
三菱电机香港集团有限公司		I喜利得	达飞海运集团	嘉能包装机械	法国基德律师事务所	美世	优利系统	21世纪中国不动产	Inspectorate	石林集团	Aurilis Group	荣格国际	"Gardner Denver, Inc?"	芬欧汇川集团	东芝
摩铎利		I喜利得	达飞海运集团	Central National- Gottesman Inc.	美国葛德弗瑞·科恩律师事务所	米高蒲志	优利系统	21世纪中国不动产	国际供应商审核公司	石林集团	德国宝峨集团	荣格国际	基伊埃集团	芬欧汇川集团	东芝
南兴研磨材料株式会社		I恒隆威建筑设计咨询	达飞海运集团	Chesapeake Corp.	天睿律师事务所	Mindsight	海顿公司	21世纪中国不动产	■ Intertek Group Pic.	澳洲会计师公会	德国宝峨集团	荣格国际	基伊埃集团	芬欧汇川集团	东芝
